,Número de Mesa,Nombre del Cliente,Número de Comensales,Mesero Asignado,Tipo de Servicio,Método de Pago,Propina,Estado de la Mesa,Número de Orden,País de Origen,Platos Ordenados,Fecha de Factura,Hora de Llegada,Hora de Salida,Monto Total,Tiempo de Preparación,Tiempo en la Mesa,Tiempo de Permanencia,Tiempo de Degustación,La Cuenta fue Cobrada
206,20,Cliente_323,3,Mesero_5,Cena,Tarjeta de crédito,46.54,Reservada,207,Brasil,"Plato_10, Plato_8, Plato_17",02/04/2023,02:49:00,04:02:00,180,0 days 03:06:00,0 days 01:13:00,0 days 01:13:00,-1 days +22:07:00,No
207,16,Cliente_678,4,Mesero_1,Almuerzo,Tarjeta de débito,36.7,Ocupada,208,Perú,"Plato_15, Plato_19, Plato_3",02/04/2023,03:33:00,06:36:00,180,0 days 03:31:00,0 days 03:03:00,0 days 03:18:00,-1 days +23:47:00,No
208,9,Cliente_74,6,Mesero_1,Cena,Efectivo,34.49,Reservada,209,Bolivia,"Plato_14, Plato_18, Plato_1, Plato_10",02/04/2023,01:31:00,04:06:00,214,0 days 05:35:00,0 days 02:35:00,0 days 02:35:00,-1 days +21:00:00,No
209,10,Cliente_146,4,Mesero_2,Desayuno,Tarjeta de crédito,14.67,Libre,210,Venezuela,"Plato_13, Plato_2, Plato_7, Plato_20",02/04/2023,02:43:00,04:29:00,195,0 days 04:10:00,0 days 01:46:00,0 days 01:46:00,-1 days +21:36:00,No
210,1,Cliente_212,2,Mesero_1,Almuerzo,Tarjeta de débito,11.13,Reservada,211,Argentina,"Plato_13, Plato_4, Plato_1, Plato_3",02/04/2023,03:40:00,05:26:00,169,0 days 04:57:00,0 days 01:46:00,0 days 01:46:00,-1 days +20:49:00,No
211,14,Cliente_36,6,Mesero_4,Almuerzo,Tarjeta de débito,18.85,Ocupada,212,Perú,"Plato_2, Plato_10, Plato_13, Plato_16",02/04/2023,02:35:00,03:40:00,245,0 days 06:15:00,0 days 01:05:00,0 days 01:20:00,-1 days +19:05:00,No
212,13,Cliente_3,6,Mesero_5,Almuerzo,Tarjeta de crédito,28.1,Libre,213,Perú,"Plato_6, Plato_2",02/04/2023,01:46:00,04:58:00,87,0 days 02:27:00,0 days 03:12:00,0 days 03:12:00,0 days 00:45:00,Si
213,2,Cliente_176,4,Mesero_1,Almuerzo,Tarjeta de débito,33.39,Ocupada,214,Argentina,"Plato_18, Plato_20, Plato_3",02/04/2023,03:18:00,05:09:00,228,0 days 01:28:00,0 days 01:51:00,0 days 02:06:00,0 days 00:38:00,Si
214,6,Cliente_551,4,Mesero_3,Almuerzo,Tarjeta de débito,35.64,Ocupada,215,Uruguay,"Plato_18, Plato_2",02/04/2023,03:52:00,06:25:00,158,0 days 02:06:00,0 days 02:33:00,0 days 02:48:00,0 days 00:42:00,Si
215,17,Cliente_240,6,Mesero_2,Almuerzo,Tarjeta de crédito,35.69,Libre,216,Uruguay,"Plato_1, Plato_13, Plato_6",02/04/2023,01:46:00,05:36:00,142,0 days 03:54:00,0 days 03:50:00,0 days 03:50:00,-1 days +23:56:00,No
216,1,Cliente_124,2,Mesero_3,Cena,Tarjeta de crédito,31.17,Ocupada,217,Colombia,Plato_15,02/04/2023,00:54:00,04:45:00,96,0 days 00:39:00,0 days 03:51:00,0 days 04:06:00,0 days 03:27:00,Si
217,13,Cliente_759,3,Mesero_5,Almuerzo,Tarjeta de crédito,23.34,Ocupada,218,Argentina,"Plato_12, Plato_6, Plato_14",02/04/2023,00:27:00,03:41:00,184,0 days 02:12:00,0 days 03:14:00,0 days 03:29:00,0 days 01:17:00,Si
218,1,Cliente_959,5,Mesero_3,Almuerzo,Tarjeta de crédito,46.96,Libre,219,Venezuela,"Plato_14, Plato_17",02/04/2023,02:33:00,04:49:00,139,0 days 00:57:00,0 days 02:16:00,0 days 02:16:00,0 days 01:19:00,Si
219,15,Cliente_151,6,Mesero_5,Almuerzo,Tarjeta de crédito,48.5,Reservada,220,Ecuador,Plato_7,02/04/2023,01:01:00,04:57:00,24,0 days 00:13:00,0 days 03:56:00,0 days 03:56:00,0 days 03:43:00,Si
220,16,Cliente_744,1,Mesero_3,Almuerzo,Tarjeta de crédito,17.83,Libre,221,Chile,"Plato_15, Plato_18, Plato_9",02/04/2023,01:51:00,03:05:00,193,0 days 03:40:00,0 days 01:14:00,0 days 01:14:00,-1 days +21:34:00,No
221,3,Cliente_189,3,Mesero_5,Cena,Tarjeta de débito,32.58,Libre,222,Ecuador,"Plato_14, Plato_16",02/04/2023,03:38:00,06:42:00,97,0 days 02:23:00,0 days 03:04:00,0 days 03:04:00,0 days 00:41:00,Si
222,19,Cliente_576,2,Mesero_5,Cena,Tarjeta de crédito,49.62,Reservada,223,Argentina,Plato_15,02/04/2023,01:16:00,02:50:00,32,0 days 00:53:00,0 days 01:34:00,0 days 01:34:00,0 days 00:41:00,Si
223,7,Cliente_474,6,Mesero_3,Almuerzo,Tarjeta de crédito,17.61,Ocupada,224,Bolivia,Plato_10,02/04/2023,02:07:00,05:47:00,52,0 days 00:40:00,0 days 03:40:00,0 days 03:55:00,0 days 03:15:00,Si
224,19,Cliente_990,4,Mesero_3,Desayuno,Tarjeta de crédito,35.02,Reservada,225,Perú,"Plato_11, Plato_14",02/04/2023,00:14:00,01:24:00,168,0 days 04:42:00,0 days 01:10:00,0 days 01:10:00,-1 days +20:28:00,No
225,7,Cliente_67,6,Mesero_1,Cena,Tarjeta de crédito,39.48,Reservada,226,Venezuela,"Plato_3, Plato_13, Plato_6, Plato_9",02/04/2023,00:58:00,04:09:00,171,0 days 04:25:00,0 days 03:11:00,0 days 03:11:00,-1 days +22:46:00,No
226,17,Cliente_378,6,Mesero_5,Almuerzo,Tarjeta de crédito,41.05,Libre,227,Chile,"Plato_7, Plato_17, Plato_16, Plato_11",02/04/2023,01:49:00,04:52:00,211,0 days 03:02:00,0 days 03:03:00,0 days 03:03:00,0 days 00:01:00,Si
227,16,Cliente_445,4,Mesero_3,Almuerzo,Tarjeta de crédito,10.66,Ocupada,228,Ecuador,Plato_14,02/04/2023,01:40:00,04:02:00,69,0 days 01:45:00,0 days 02:22:00,0 days 02:37:00,0 days 00:52:00,Si
228,14,Cliente_984,3,Mesero_2,Cena,Tarjeta de crédito,28.58,Reservada,229,Bolivia,"Plato_1, Plato_8, Plato_19, Plato_16",02/04/2023,02:34:00,04:30:00,124,0 days 01:57:00,0 days 01:56:00,0 days 01:56:00,-1 days +23:59:00,No
229,5,Cliente_167,5,Mesero_2,Almuerzo,Tarjeta de crédito,15.84,Libre,230,Venezuela,"Plato_15, Plato_16, Plato_17",02/04/2023,02:15:00,04:48:00,214,0 days 03:12:00,0 days 02:33:00,0 days 02:33:00,-1 days +23:21:00,No
230,8,Cliente_877,2,Mesero_2,Almuerzo,Tarjeta de crédito,49.1,Ocupada,231,Perú,"Plato_13, Plato_18, Plato_17, Plato_11",02/04/2023,01:12:00,03:10:00,208,0 days 03:33:00,0 days 01:58:00,0 days 02:13:00,-1 days +22:40:00,No
231,2,Cliente_494,2,Mesero_1,Almuerzo,Tarjeta de crédito,15.43,Reservada,232,Argentina,"Plato_7, Plato_6, Plato_2, Plato_10",02/04/2023,02:04:00,03:25:00,190,0 days 03:48:00,0 days 01:21:00,0 days 01:21:00,-1 days +21:33:00,No
232,8,Cliente_881,1,Mesero_2,Desayuno,Tarjeta de débito,45.64,Libre,233,Argentina,Plato_12,02/04/2023,00:52:00,02:39:00,38,0 days 01:02:00,0 days 01:47:00,0 days 01:47:00,0 days 00:45:00,Si
233,17,Cliente_264,6,Mesero_3,Desayuno,Tarjeta de crédito,10.22,Libre,234,Brasil,"Plato_2, Plato_7, Plato_17",02/04/2023,02:46:00,05:28:00,225,0 days 04:16:00,0 days 02:42:00,0 days 02:42:00,-1 days +22:26:00,No
234,13,Cliente_230,5,Mesero_3,Cena,Tarjeta de crédito,26.37,Reservada,235,España,Plato_11,02/04/2023,00:22:00,02:48:00,33,0 days 00:25:00,0 days 02:26:00,0 days 02:26:00,0 days 02:01:00,Si
235,12,Cliente_142,2,Mesero_3,Almuerzo,Tarjeta de crédito,39.81,Libre,236,Argentina,"Plato_11, Plato_5, Plato_8, Plato_15",02/04/2023,00:52:00,02:26:00,255,0 days 03:36:00,0 days 01:34:00,0 days 01:34:00,-1 days +21:58:00,No
236,4,Cliente_55,6,Mesero_2,Almuerzo,Tarjeta de crédito,13.15,Ocupada,237,Perú,"Plato_14, Plato_2",02/04/2023,02:45:00,06:00:00,106,0 days 01:14:00,0 days 03:15:00,0 days 03:30:00,0 days 02:16:00,Si
237,13,Cliente_599,6,Mesero_2,Desayuno,Tarjeta de crédito,33.02,Libre,238,Brasil,Plato_19,02/04/2023,02:17:00,04:56:00,72,0 days 01:30:00,0 days 02:39:00,0 days 02:39:00,0 days 01:09:00,Si
238,12,Cliente_856,6,Mesero_4,Almuerzo,Efectivo,11.76,Reservada,239,Brasil,"Plato_10, Plato_7",02/04/2023,02:46:00,06:07:00,74,0 days 01:50:00,0 days 03:21:00,0 days 03:21:00,0 days 01:31:00,Si
239,9,Cliente_722,1,Mesero_3,Almuerzo,Tarjeta de débito,33.81,Libre,240,Perú,"Plato_17, Plato_14, Plato_4, Plato_15",02/04/2023,00:16:00,03:10:00,294,0 days 05:41:00,0 days 02:54:00,0 days 02:54:00,-1 days +21:13:00,No
240,12,Cliente_935,4,Mesero_5,Almuerzo,Tarjeta de crédito,38.97,Ocupada,241,Brasil,Plato_4,02/04/2023,00:04:00,01:04:00,18,0 days 00:11:00,0 days 01:00:00,0 days 01:15:00,0 days 01:04:00,Si
241,12,Cliente_961,2,Mesero_2,Almuerzo,Tarjeta de crédito,31.29,Reservada,242,Venezuela,"Plato_10, Plato_1, Plato_11",02/04/2023,03:42:00,05:09:00,134,0 days 02:59:00,0 days 01:27:00,0 days 01:27:00,-1 days +22:28:00,No
242,4,Cliente_924,4,Mesero_2,Almuerzo,Tarjeta de crédito,21.45,Libre,243,España,Plato_20,02/04/2023,00:42:00,04:11:00,120,0 days 01:06:00,0 days 03:29:00,0 days 03:29:00,0 days 02:23:00,Si
243,17,Cliente_390,6,Mesero_3,Almuerzo,Efectivo,17.65,Reservada,244,Perú,"Plato_20, Plato_12",02/04/2023,03:44:00,06:01:00,158,0 days 03:28:00,0 days 02:17:00,0 days 02:17:00,-1 days +22:49:00,No
244,11,Cliente_579,1,Mesero_1,Almuerzo,Tarjeta de crédito,14.82,Reservada,245,Bolivia,"Plato_4, Plato_17, Plato_20, Plato_19",02/04/2023,03:31:00,06:57:00,273,0 days 04:39:00,0 days 03:26:00,0 days 03:26:00,-1 days +22:47:00,No
245,2,Cliente_961,6,Mesero_2,Almuerzo,Tarjeta de crédito,42.75,Libre,246,Bolivia,"Plato_6, Plato_7, Plato_8, Plato_17",02/04/2023,01:50:00,04:09:00,327,0 days 07:08:00,0 days 02:19:00,0 days 02:19:00,-1 days +19:11:00,No
246,11,Cliente_788,6,Mesero_2,Almuerzo,Tarjeta de crédito,49.07,Ocupada,247,Ecuador,Plato_11,02/04/2023,02:34:00,05:21:00,66,0 days 01:58:00,0 days 02:47:00,0 days 03:02:00,0 days 01:04:00,Si
247,12,Cliente_567,6,Mesero_2,Almuerzo,Tarjeta de débito,18.69,Ocupada,248,Chile,"Plato_18, Plato_9, Plato_6, Plato_1",02/04/2023,00:26:00,02:18:00,225,0 days 04:19:00,0 days 01:52:00,0 days 02:07:00,-1 days +21:48:00,No
248,8,Cliente_927,6,Mesero_2,Cena,Tarjeta de crédito,47.71,Ocupada,249,España,"Plato_5, Plato_4",02/04/2023,00:58:00,03:55:00,80,0 days 03:38:00,0 days 02:57:00,0 days 03:12:00,-1 days +23:34:00,No
249,8,Cliente_539,2,Mesero_4,Almuerzo,Tarjeta de crédito,23.21,Libre,250,España,Plato_3,02/04/2023,02:56:00,06:33:00,20,0 days 00:29:00,0 days 03:37:00,0 days 03:37:00,0 days 03:08:00,Si
250,12,Cliente_872,6,Mesero_1,Almuerzo,Tarjeta de crédito,13.69,Ocupada,251,Uruguay,"Plato_10, Plato_5, Plato_14, Plato_12",02/04/2023,01:20:00,04:24:00,109,0 days 02:42:00,0 days 03:04:00,0 days 03:19:00,0 days 00:37:00,Si
251,4,Cliente_425,3,Mesero_4,Almuerzo,Tarjeta de crédito,43.81,Libre,252,Colombia,"Plato_1, Plato_10",02/04/2023,00:39:00,04:24:00,102,0 days 02:48:00,0 days 03:45:00,0 days 03:45:00,0 days 00:57:00,Si
252,8,Cliente_700,2,Mesero_3,Cena,Tarjeta de crédito,34.69,Ocupada,253,Argentina,"Plato_1, Plato_13, Plato_9",02/04/2023,00:54:00,03:45:00,154,0 days 02:01:00,0 days 02:51:00,0 days 03:06:00,0 days 01:05:00,Si
253,10,Cliente_665,6,Mesero_1,Cena,Tarjeta de crédito,36.43,Reservada,254,Paraguay,"Plato_17, Plato_10, Plato_18, Plato_16",02/04/2023,03:05:00,05:47:00,297,0 days 05:57:00,0 days 02:42:00,0 days 02:42:00,-1 days +20:45:00,No
254,8,Cliente_978,4,Mesero_2,Cena,Efectivo,13.34,Reservada,255,Uruguay,Plato_1,02/04/2023,02:23:00,03:59:00,25,0 days 00:37:00,0 days 01:36:00,0 days 01:36:00,0 days 00:59:00,Si
255,5,Cliente_577,2,Mesero_5,Desayuno,Efectivo,49.88,Reservada,256,Argentina,Plato_13,02/04/2023,00:23:00,03:27:00,21,0 days 00:16:00,0 days 03:04:00,0 days 03:04:00,0 days 02:48:00,Si
256,12,Cliente_429,5,Mesero_2,Almuerzo,Tarjeta de crédito,26.78,Reservada,257,Ecuador,Plato_14,02/04/2023,02:08:00,03:17:00,46,0 days 00:56:00,0 days 01:09:00,0 days 01:09:00,0 days 00:13:00,Si
257,12,Cliente_811,1,Mesero_2,Desayuno,Tarjeta de crédito,47.99,Reservada,258,Bolivia,"Plato_1, Plato_3, Plato_15, Plato_20",02/04/2023,00:39:00,04:32:00,117,0 days 01:45:00,0 days 03:53:00,0 days 03:53:00,0 days 02:08:00,Si
258,10,Cliente_553,5,Mesero_1,Almuerzo,Tarjeta de crédito,46.72,Ocupada,259,Venezuela,Plato_6,02/04/2023,03:27:00,06:16:00,81,0 days 00:33:00,0 days 02:49:00,0 days 03:04:00,0 days 02:31:00,Si
259,20,Cliente_228,6,Mesero_5,Almuerzo,Efectivo,47.55,Ocupada,260,Uruguay,Plato_14,02/04/2023,01:23:00,04:38:00,69,0 days 02:27:00,0 days 03:15:00,0 days 03:30:00,0 days 01:03:00,Si
260,8,Cliente_249,1,Mesero_4,Almuerzo,Tarjeta de crédito,32.42,Ocupada,261,Chile,"Plato_15, Plato_9",02/04/2023,01:08:00,02:55:00,154,0 days 02:09:00,0 days 01:47:00,0 days 02:02:00,-1 days +23:53:00,No
261,18,Cliente_326,4,Mesero_2,Almuerzo,Tarjeta de crédito,42.83,Ocupada,262,Venezuela,"Plato_5, Plato_17",02/04/2023,03:44:00,07:21:00,115,0 days 01:28:00,0 days 03:37:00,0 days 03:52:00,0 days 02:24:00,Si
262,5,Cliente_697,1,Mesero_1,Desayuno,Tarjeta de crédito,42.96,Libre,263,Uruguay,"Plato_15, Plato_8, Plato_2, Plato_7",02/04/2023,02:53:00,05:26:00,121,0 days 02:29:00,0 days 02:33:00,0 days 02:33:00,0 days 00:04:00,Si
263,2,Cliente_281,1,Mesero_1,Almuerzo,Tarjeta de crédito,49.21,Libre,264,Bolivia,"Plato_8, Plato_15, Plato_2, Plato_1",02/04/2023,03:11:00,04:26:00,182,0 days 02:50:00,0 days 01:15:00,0 days 01:15:00,-1 days +22:25:00,No
264,6,Cliente_686,1,Mesero_2,Desayuno,Tarjeta de débito,21.48,Libre,265,Chile,"Plato_14, Plato_17, Plato_6, Plato_2",02/04/2023,02:54:00,06:15:00,171,0 days 03:55:00,0 days 03:21:00,0 days 03:21:00,-1 days +23:26:00,No
265,4,Cliente_418,4,Mesero_2,Almuerzo,Tarjeta de crédito,24.75,Reservada,266,Paraguay,"Plato_7, Plato_1",02/04/2023,00:30:00,02:04:00,99,0 days 03:32:00,0 days 01:34:00,0 days 01:34:00,-1 days +22:02:00,No
266,7,Cliente_397,5,Mesero_2,Cena,Tarjeta de crédito,44.66,Ocupada,267,España,"Plato_15, Plato_16, Plato_2",03/04/2023,02:07:00,03:48:00,118,0 days 01:59:00,0 days 01:41:00,0 days 01:56:00,-1 days +23:57:00,No
267,14,Cliente_477,1,Mesero_3,Almuerzo,Tarjeta de débito,23.16,Libre,268,Uruguay,"Plato_7, Plato_5",03/04/2023,00:46:00,03:44:00,68,0 days 02:07:00,0 days 02:58:00,0 days 02:58:00,0 days 00:51:00,Si
268,11,Cliente_300,2,Mesero_2,Almuerzo,Tarjeta de débito,39.17,Libre,269,Venezuela,"Plato_19, Plato_20, Plato_18",03/04/2023,02:58:00,04:15:00,250,0 days 03:07:00,0 days 01:17:00,0 days 01:17:00,-1 days +22:10:00,No
269,10,Cliente_775,1,Mesero_4,Almuerzo,Tarjeta de crédito,10.13,Libre,270,Ecuador,Plato_18,03/04/2023,01:11:00,04:59:00,102,0 days 01:18:00,0 days 03:48:00,0 days 03:48:00,0 days 02:30:00,Si
270,3,Cliente_928,3,Mesero_3,Almuerzo,Tarjeta de crédito,16.11,Ocupada,271,Bolivia,Plato_5,03/04/2023,01:40:00,05:10:00,44,0 days 01:50:00,0 days 03:30:00,0 days 03:45:00,0 days 01:55:00,Si
271,7,Cliente_132,1,Mesero_4,Almuerzo,Tarjeta de crédito,42.73,Reservada,272,España,"Plato_7, Plato_8",03/04/2023,00:34:00,04:24:00,83,0 days 01:59:00,0 days 03:50:00,0 days 03:50:00,0 days 01:51:00,Si
272,20,Cliente_709,5,Mesero_2,Almuerzo,Efectivo,36.3,Ocupada,273,Colombia,"Plato_15, Plato_5, Plato_1",03/04/2023,01:47:00,03:29:00,123,0 days 02:27:00,0 days 01:42:00,0 days 01:57:00,-1 days +23:30:00,No
273,7,Cliente_53,1,Mesero_1,Almuerzo,Tarjeta de débito,19.93,Ocupada,274,Brasil,"Plato_10, Plato_12",03/04/2023,03:15:00,05:52:00,116,0 days 03:03:00,0 days 02:37:00,0 days 02:52:00,-1 days +23:49:00,No
274,5,Cliente_765,3,Mesero_2,Almuerzo,Tarjeta de crédito,49.67,Reservada,275,Bolivia,"Plato_11, Plato_17, Plato_10",03/04/2023,02:13:00,05:58:00,121,0 days 02:34:00,0 days 03:45:00,0 days 03:45:00,0 days 01:11:00,Si
275,15,Cliente_673,6,Mesero_4,Almuerzo,Tarjeta de débito,20.98,Reservada,276,Ecuador,"Plato_5, Plato_10",03/04/2023,02:35:00,05:34:00,70,0 days 02:14:00,0 days 02:59:00,0 days 02:59:00,0 days 00:45:00,Si
276,4,Cliente_243,2,Mesero_5,Almuerzo,Tarjeta de crédito,10.29,Libre,277,España,Plato_17,03/04/2023,01:28:00,03:56:00,93,0 days 01:27:00,0 days 02:28:00,0 days 02:28:00,0 days 01:01:00,Si
277,5,Cliente_999,4,Mesero_3,Almuerzo,Efectivo,41.36,Libre,278,Venezuela,"Plato_17, Plato_7",03/04/2023,03:10:00,05:12:00,141,0 days 02:35:00,0 days 02:02:00,0 days 02:02:00,-1 days +23:27:00,No
278,11,Cliente_510,5,Mesero_2,Cena,Tarjeta de crédito,43.53,Libre,279,Venezuela,"Plato_20, Plato_8, Plato_4, Plato_16",03/04/2023,00:15:00,02:35:00,201,0 days 03:58:00,0 days 02:20:00,0 days 02:20:00,-1 days +22:22:00,No
279,14,Cliente_730,6,Mesero_5,Almuerzo,Tarjeta de crédito,36.08,Reservada,280,Ecuador,"Plato_7, Plato_14",03/04/2023,00:30:00,02:41:00,117,0 days 03:26:00,0 days 02:11:00,0 days 02:11:00,-1 days +22:45:00,No
280,18,Cliente_617,2,Mesero_4,Desayuno,Efectivo,44.3,Ocupada,281,Perú,Plato_11,03/04/2023,03:52:00,07:50:00,66,0 days 00:18:00,0 days 03:58:00,0 days 04:13:00,0 days 03:55:00,Si
281,6,Cliente_827,1,Mesero_4,Almuerzo,Tarjeta de crédito,19.05,Libre,282,Uruguay,"Plato_4, Plato_3",03/04/2023,01:11:00,05:02:00,74,0 days 03:48:00,0 days 03:51:00,0 days 03:51:00,0 days 00:03:00,Si
282,19,Cliente_184,5,Mesero_5,Cena,Tarjeta de crédito,43.07,Libre,283,Brasil,Plato_10,03/04/2023,01:04:00,04:48:00,78,0 days 00:18:00,0 days 03:44:00,0 days 03:44:00,0 days 03:26:00,Si
283,11,Cliente_345,4,Mesero_5,Almuerzo,Tarjeta de débito,29.99,Ocupada,284,Perú,"Plato_3, Plato_6, Plato_12, Plato_11",03/04/2023,02:28:00,04:37:00,158,0 days 05:26:00,0 days 02:09:00,0 days 02:24:00,-1 days +20:58:00,No
284,18,Cliente_277,6,Mesero_4,Almuerzo,Tarjeta de débito,10.94,Reservada,285,España,Plato_13,03/04/2023,03:03:00,06:05:00,42,0 days 00:24:00,0 days 03:02:00,0 days 03:02:00,0 days 02:38:00,Si
285,15,Cliente_244,6,Mesero_3,Almuerzo,Tarjeta de crédito,41.96,Ocupada,286,Argentina,Plato_18,03/04/2023,00:22:00,02:28:00,68,0 days 00:50:00,0 days 02:06:00,0 days 02:21:00,0 days 01:31:00,Si
286,20,Cliente_286,2,Mesero_5,Almuerzo,Tarjeta de débito,31.67,Reservada,287,Colombia,"Plato_15, Plato_14, Plato_2",03/04/2023,03:37:00,04:44:00,202,0 days 04:48:00,0 days 01:07:00,0 days 01:07:00,-1 days +20:19:00,No
287,15,Cliente_981,3,Mesero_5,Cena,Tarjeta de crédito,13.3,Reservada,288,Uruguay,"Plato_7, Plato_12",03/04/2023,02:08:00,05:33:00,86,0 days 01:16:00,0 days 03:25:00,0 days 03:25:00,0 days 02:09:00,Si
288,15,Cliente_24,5,Mesero_5,Almuerzo,Tarjeta de débito,26.56,Libre,289,España,"Plato_3, Plato_10",03/04/2023,03:08:00,06:23:00,138,0 days 03:24:00,0 days 03:15:00,0 days 03:15:00,-1 days +23:51:00,No
289,19,Cliente_26,3,Mesero_3,Almuerzo,Tarjeta de crédito,14.59,Ocupada,290,España,Plato_20,03/04/2023,02:06:00,04:33:00,40,0 days 00:57:00,0 days 02:27:00,0 days 02:42:00,0 days 01:45:00,Si
290,2,Cliente_463,6,Mesero_2,Desayuno,Efectivo,15.44,Ocupada,291,Bolivia,"Plato_18, Plato_1, Plato_8, Plato_17",03/04/2023,03:18:00,06:09:00,260,0 days 02:41:00,0 days 02:51:00,0 days 03:06:00,0 days 00:25:00,Si
291,10,Cliente_746,3,Mesero_3,Cena,Tarjeta de débito,29.72,Reservada,292,Argentina,Plato_16,03/04/2023,00:09:00,01:51:00,84,0 days 01:09:00,0 days 01:42:00,0 days 01:42:00,0 days 00:33:00,Si
292,16,Cliente_409,4,Mesero_3,Almuerzo,Tarjeta de débito,33.11,Reservada,293,Argentina,"Plato_16, Plato_2, Plato_19",03/04/2023,02:55:00,04:35:00,216,0 days 04:44:00,0 days 01:40:00,0 days 01:40:00,-1 days +20:56:00,No
293,17,Cliente_339,6,Mesero_2,Desayuno,Tarjeta de crédito,20.36,Libre,294,Colombia,"Plato_17, Plato_19, Plato_4, Plato_18",03/04/2023,00:26:00,03:57:00,326,0 days 03:47:00,0 days 03:31:00,0 days 03:31:00,-1 days +23:44:00,No
294,3,Cliente_729,1,Mesero_2,Almuerzo,Tarjeta de crédito,46.42,Reservada,295,Uruguay,"Plato_15, Plato_2, Plato_17, Plato_13",03/04/2023,00:10:00,02:01:00,247,0 days 06:44:00,0 days 01:51:00,0 days 01:51:00,-1 days +19:07:00,No
295,14,Cliente_565,1,Mesero_2,Cena,Tarjeta de crédito,29.07,Ocupada,296,España,"Plato_14, Plato_19",03/04/2023,02:49:00,05:58:00,59,0 days 00:46:00,0 days 03:09:00,0 days 03:24:00,0 days 02:38:00,Si
296,4,Cliente_873,3,Mesero_1,Almuerzo,Tarjeta de crédito,43.46,Ocupada,297,España,"Plato_9, Plato_4, Plato_13",03/04/2023,01:03:00,04:27:00,175,0 days 04:37:00,0 days 03:24:00,0 days 03:39:00,-1 days +23:02:00,No
297,11,Cliente_195,4,Mesero_5,Desayuno,Tarjeta de crédito,23.24,Reservada,298,Bolivia,"Plato_6, Plato_19, Plato_5",03/04/2023,03:14:00,05:29:00,255,0 days 07:03:00,0 days 02:15:00,0 days 02:15:00,-1 days +19:12:00,No
298,6,Cliente_211,1,Mesero_5,Cena,Efectivo,29.68,Ocupada,299,Uruguay,"Plato_3, Plato_19, Plato_7, Plato_4",03/04/2023,01:19:00,02:45:00,182,0 days 03:18:00,0 days 01:26:00,0 days 01:41:00,-1 days +22:23:00,No
299,18,Cliente_516,6,Mesero_2,Desayuno,Tarjeta de crédito,38.38,Reservada,300,Paraguay,"Plato_20, Plato_4, Plato_10, Plato_2",03/04/2023,02:17:00,04:19:00,290,0 days 05:10:00,0 days 02:02:00,0 days 02:02:00,-1 days +20:52:00,No
300,8,Cliente_385,6,Mesero_5,Almuerzo,Tarjeta de crédito,16.52,Reservada,301,Uruguay,"Plato_17, Plato_10, Plato_9, Plato_3",03/04/2023,02:14:00,04:08:00,223,0 days 05:35:00,0 days 01:54:00,0 days 01:54:00,-1 days +20:19:00,No
301,5,Cliente_929,2,Mesero_1,Desayuno,Tarjeta de crédito,39.89,Reservada,302,Colombia,Plato_15,03/04/2023,01:20:00,04:56:00,96,0 days 00:45:00,0 days 03:36:00,0 days 03:36:00,0 days 02:51:00,Si
302,14,Cliente_986,5,Mesero_5,Desayuno,Tarjeta de débito,16.49,Ocupada,303,Brasil,"Plato_3, Plato_20, Plato_10, Plato_7",03/04/2023,03:38:00,06:24:00,210,0 days 02:17:00,0 days 02:46:00,0 days 03:01:00,0 days 00:44:00,Si
303,6,Cliente_994,4,Mesero_1,Almuerzo,Tarjeta de crédito,22.05,Reservada,304,Colombia,"Plato_15, Plato_13, Plato_20, Plato_17",03/04/2023,03:24:00,04:40:00,279,0 days 03:11:00,0 days 01:16:00,0 days 01:16:00,-1 days +22:05:00,No
304,1,Cliente_648,2,Mesero_1,Almuerzo,Tarjeta de crédito,37.92,Reservada,305,Chile,"Plato_8, Plato_14",03/04/2023,00:45:00,04:13:00,128,0 days 01:39:00,0 days 03:28:00,0 days 03:28:00,0 days 01:49:00,Si
305,7,Cliente_702,4,Mesero_5,Almuerzo,Tarjeta de crédito,16.96,Ocupada,306,Chile,Plato_15,03/04/2023,00:03:00,02:32:00,32,0 days 00:21:00,0 days 02:29:00,0 days 02:44:00,0 days 02:23:00,Si
306,20,Cliente_175,5,Mesero_1,Almuerzo,Efectivo,31.66,Libre,307,Perú,Plato_13,03/04/2023,03:09:00,05:39:00,63,0 days 01:57:00,0 days 02:30:00,0 days 02:30:00,0 days 00:33:00,Si
307,14,Cliente_846,6,Mesero_2,Almuerzo,Tarjeta de crédito,33.79,Reservada,308,Uruguay,"Plato_18, Plato_8, Plato_17, Plato_16",03/04/2023,01:55:00,04:39:00,222,0 days 05:28:00,0 days 02:44:00,0 days 02:44:00,-1 days +21:16:00,No
308,9,Cliente_620,3,Mesero_1,Almuerzo,Tarjeta de crédito,36.09,Reservada,309,Argentina,"Plato_20, Plato_17, Plato_8",03/04/2023,00:28:00,04:05:00,172,0 days 03:37:00,0 days 03:37:00,0 days 03:37:00,0 days 00:00:00,Si
309,17,Cliente_672,3,Mesero_5,Cena,Tarjeta de crédito,11.47,Libre,310,Uruguay,"Plato_10, Plato_2",03/04/2023,03:04:00,06:23:00,138,0 days 03:57:00,0 days 03:19:00,0 days 03:19:00,-1 days +23:22:00,No
