Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones,Ganancia Bruta,Ganancia Neta,Porcentaje de Ganancia
239,12,Plato_10,Descripción del Plato_10,15,26,1,36,Ninguna,26,11,42.00%
239,12,Plato_7,Descripción del Plato_7,14,24,2,37,Ninguna,48,20,42.00%
240,9,Plato_17,Descripción del Plato_17,19,31,3,32,Sin cebolla,93,36,39.00%
240,9,Plato_14,Descripción del Plato_14,14,23,3,32,Sin cebolla,69,27,39.00%
240,9,Plato_4,Descripción del Plato_4,10,18,2,46,Ninguna,36,16,44.00%
240,9,Plato_15,Descripción del Plato_15,19,32,3,19,Ninguna,96,39,41.00%
241,12,Plato_4,Descripción del Plato_4,10,18,1,11,Sin cebolla,18,8,44.00%
242,12,Plato_10,Descripción del Plato_10,15,26,1,54,Ninguna,26,11,42.00%
242,12,Plato_1,Descripción del Plato_1,15,25,3,40,Sin cebolla,75,30,40.00%
242,12,Plato_11,Descripción del Plato_11,20,33,1,5,Ninguna,33,13,39.00%
243,4,Plato_20,Descripción del Plato_20,25,40,3,22,Sin cebolla,120,45,38.00%
244,17,Plato_20,Descripción del Plato_20,25,40,3,30,Ninguna,120,45,38.00%
244,17,Plato_12,Descripción del Plato_12,11,19,2,59,Ninguna,38,16,42.00%
245,11,Plato_4,Descripción del Plato_4,10,18,3,45,Sin cebolla,54,24,44.00%
245,11,Plato_17,Descripción del Plato_17,19,31,1,23,Ninguna,31,12,39.00%
245,11,Plato_20,Descripción del Plato_20,25,40,2,23,Ninguna,80,30,38.00%
245,11,Plato_19,Descripción del Plato_19,22,36,3,25,Sin cebolla,108,42,39.00%
246,2,Plato_6,Descripción del Plato_6,16,27,3,36,Sin cebolla,81,33,41.00%
246,2,Plato_7,Descripción del Plato_7,14,24,2,10,Ninguna,48,20,42.00%
246,2,Plato_8,Descripción del Plato_8,21,35,3,48,Ninguna,105,42,40.00%
246,2,Plato_17,Descripción del Plato_17,19,31,3,52,Ninguna,93,36,39.00%
247,11,Plato_11,Descripción del Plato_11,20,33,2,59,Sin cebolla,66,26,39.00%
248,12,Plato_18,Descripción del Plato_18,20,34,1,32,Sin cebolla,34,14,41.00%
248,12,Plato_9,Descripción del Plato_9,17,29,3,51,Sin cebolla,87,36,41.00%
248,12,Plato_6,Descripción del Plato_6,16,27,2,6,Sin cebolla,54,22,41.00%
248,12,Plato_1,Descripción del Plato_1,15,25,2,31,Ninguna,50,20,40.00%
249,8,Plato_5,Descripción del Plato_5,13,22,2,51,Sin cebolla,44,18,41.00%
249,8,Plato_4,Descripción del Plato_4,10,18,2,58,Ninguna,36,16,44.00%
250,8,Plato_3,Descripción del Plato_3,12,20,1,29,Sin cebolla,20,8,40.00%
251,12,Plato_10,Descripción del Plato_10,15,26,1,25,Sin cebolla,26,11,42.00%
251,12,Plato_5,Descripción del Plato_5,13,22,1,34,Ninguna,22,9,41.00%
251,12,Plato_14,Descripción del Plato_14,14,23,1,23,Sin cebolla,23,9,39.00%
251,12,Plato_12,Descripción del Plato_12,11,19,2,40,Sin cebolla,38,16,42.00%
252,4,Plato_1,Descripción del Plato_1,15,25,2,53,Sin cebolla,50,20,40.00%
252,4,Plato_10,Descripción del Plato_10,15,26,2,31,Ninguna,52,22,42.00%
253,8,Plato_1,Descripción del Plato_1,15,25,1,18,Ninguna,25,10,40.00%
253,8,Plato_13,Descripción del Plato_13,13,21,2,8,Ninguna,42,16,38.00%
253,8,Plato_9,Descripción del Plato_9,17,29,3,29,Sin cebolla,87,36,41.00%
254,10,Plato_17,Descripción del Plato_17,19,31,3,33,Ninguna,93,36,39.00%
254,10,Plato_10,Descripción del Plato_10,15,26,2,10,Sin cebolla,52,22,42.00%
254,10,Plato_18,Descripción del Plato_18,20,34,2,56,Ninguna,68,28,41.00%
254,10,Plato_16,Descripción del Plato_16,16,28,3,42,Sin cebolla,84,36,43.00%
255,8,Plato_1,Descripción del Plato_1,15,25,1,37,Ninguna,25,10,40.00%
256,5,Plato_13,Descripción del Plato_13,13,21,1,16,Ninguna,21,8,38.00%
257,12,Plato_14,Descripción del Plato_14,14,23,2,28,Sin cebolla,46,18,39.00%
258,12,Plato_1,Descripción del Plato_1,15,25,1,59,Ninguna,25,10,40.00%
258,12,Plato_3,Descripción del Plato_3,12,20,1,31,Ninguna,20,8,40.00%
258,12,Plato_15,Descripción del Plato_15,19,32,1,5,Ninguna,32,13,41.00%
258,12,Plato_20,Descripción del Plato_20,25,40,1,10,Ninguna,40,15,38.00%
259,10,Plato_6,Descripción del Plato_6,16,27,3,11,Sin cebolla,81,33,41.00%
260,20,Plato_14,Descripción del Plato_14,14,23,3,49,Sin cebolla,69,27,39.00%
261,8,Plato_15,Descripción del Plato_15,19,32,3,19,Sin cebolla,96,39,41.00%
261,8,Plato_9,Descripción del Plato_9,17,29,2,36,Sin cebolla,58,24,41.00%
262,18,Plato_5,Descripción del Plato_5,13,22,1,28,Sin cebolla,22,9,41.00%
262,18,Plato_17,Descripción del Plato_17,19,31,3,20,Sin cebolla,93,36,39.00%
263,5,Plato_15,Descripción del Plato_15,19,32,1,37,Sin cebolla,32,13,41.00%
263,5,Plato_8,Descripción del Plato_8,21,35,1,30,Sin cebolla,35,14,40.00%
263,5,Plato_2,Descripción del Plato_2,18,30,1,42,Ninguna,30,12,40.00%
263,5,Plato_7,Descripción del Plato_7,14,24,1,40,Sin cebolla,24,10,42.00%
264,2,Plato_8,Descripción del Plato_8,21,35,2,39,Sin cebolla,70,28,40.00%
264,2,Plato_15,Descripción del Plato_15,19,32,1,27,Sin cebolla,32,13,41.00%
264,2,Plato_2,Descripción del Plato_2,18,30,1,37,Ninguna,30,12,40.00%
264,2,Plato_1,Descripción del Plato_1,15,25,2,14,Ninguna,50,20,40.00%
265,6,Plato_14,Descripción del Plato_14,14,23,1,12,Ninguna,23,9,39.00%
265,6,Plato_17,Descripción del Plato_17,19,31,1,17,Sin cebolla,31,12,39.00%
265,6,Plato_6,Descripción del Plato_6,16,27,1,56,Ninguna,27,11,41.00%
265,6,Plato_2,Descripción del Plato_2,18,30,3,50,Sin cebolla,90,36,40.00%
266,4,Plato_7,Descripción del Plato_7,14,24,1,53,Ninguna,24,10,42.00%
266,4,Plato_1,Descripción del Plato_1,15,25,3,53,Ninguna,75,30,40.00%
267,7,Plato_15,Descripción del Plato_15,19,32,1,45,Sin cebolla,32,13,41.00%
267,7,Plato_16,Descripción del Plato_16,16,28,2,23,Ninguna,56,24,43.00%
267,7,Plato_2,Descripción del Plato_2,18,30,1,28,Sin cebolla,30,12,40.00%
268,14,Plato_7,Descripción del Plato_7,14,24,1,39,Sin cebolla,24,10,42.00%
268,14,Plato_5,Descripción del Plato_5,13,22,2,44,Sin cebolla,44,18,41.00%
269,11,Plato_19,Descripción del Plato_19,22,36,3,13,Ninguna,108,42,39.00%
269,11,Plato_20,Descripción del Plato_20,25,40,1,58,Sin cebolla,40,15,38.00%
269,11,Plato_18,Descripción del Plato_18,20,34,3,30,Sin cebolla,102,42,41.00%
270,10,Plato_18,Descripción del Plato_18,20,34,3,26,Ninguna,102,42,41.00%
271,3,Plato_5,Descripción del Plato_5,13,22,2,55,Sin cebolla,44,18,41.00%
272,7,Plato_7,Descripción del Plato_7,14,24,2,36,Ninguna,48,20,42.00%
272,7,Plato_8,Descripción del Plato_8,21,35,1,47,Sin cebolla,35,14,40.00%
273,20,Plato_15,Descripción del Plato_15,19,32,1,22,Sin cebolla,32,13,41.00%
273,20,Plato_5,Descripción del Plato_5,13,22,3,40,Ninguna,66,27,41.00%
273,20,Plato_1,Descripción del Plato_1,15,25,1,5,Sin cebolla,25,10,40.00%
274,7,Plato_10,Descripción del Plato_10,15,26,3,33,Ninguna,78,33,42.00%
274,7,Plato_12,Descripción del Plato_12,11,19,2,42,Sin cebolla,38,16,42.00%
275,5,Plato_11,Descripción del Plato_11,20,33,1,32,Sin cebolla,33,13,39.00%
275,5,Plato_17,Descripción del Plato_17,19,31,2,32,Ninguna,62,24,39.00%
275,5,Plato_10,Descripción del Plato_10,15,26,1,58,Ninguna,26,11,42.00%
276,15,Plato_5,Descripción del Plato_5,13,22,2,49,Ninguna,44,18,41.00%
276,15,Plato_10,Descripción del Plato_10,15,26,1,36,Sin cebolla,26,11,42.00%
277,4,Plato_17,Descripción del Plato_17,19,31,3,29,Ninguna,93,36,39.00%
278,5,Plato_17,Descripción del Plato_17,19,31,3,33,Ninguna,93,36,39.00%
278,5,Plato_7,Descripción del Plato_7,14,24,2,28,Sin cebolla,48,20,42.00%
279,11,Plato_20,Descripción del Plato_20,25,40,3,48,Sin cebolla,120,45,38.00%
279,11,Plato_8,Descripción del Plato_8,21,35,1,28,Ninguna,35,14,40.00%
279,11,Plato_4,Descripción del Plato_4,10,18,1,58,Ninguna,18,8,44.00%
279,11,Plato_16,Descripción del Plato_16,16,28,1,8,Ninguna,28,12,43.00%
280,14,Plato_7,Descripción del Plato_7,14,24,2,52,Ninguna,48,20,42.00%
280,14,Plato_14,Descripción del Plato_14,14,23,3,34,Ninguna,69,27,39.00%
281,18,Plato_11,Descripción del Plato_11,20,33,2,9,Sin cebolla,66,26,39.00%
282,6,Plato_4,Descripción del Plato_4,10,18,3,57,Sin cebolla,54,24,44.00%
282,6,Plato_3,Descripción del Plato_3,12,20,1,57,Sin cebolla,20,8,40.00%
283,19,Plato_10,Descripción del Plato_10,15,26,3,6,Ninguna,78,33,42.00%
284,11,Plato_3,Descripción del Plato_3,12,20,3,45,Ninguna,60,24,40.00%
284,11,Plato_6,Descripción del Plato_6,16,27,1,59,Ninguna,27,11,41.00%
284,11,Plato_12,Descripción del Plato_12,11,19,2,41,Ninguna,38,16,42.00%
284,11,Plato_11,Descripción del Plato_11,20,33,1,50,Sin cebolla,33,13,39.00%
285,18,Plato_13,Descripción del Plato_13,13,21,2,12,Sin cebolla,42,16,38.00%
286,15,Plato_18,Descripción del Plato_18,20,34,2,25,Ninguna,68,28,41.00%
287,20,Plato_15,Descripción del Plato_15,19,32,3,46,Ninguna,96,39,41.00%
287,20,Plato_14,Descripción del Plato_14,14,23,2,58,Ninguna,46,18,39.00%
287,20,Plato_2,Descripción del Plato_2,18,30,2,17,Sin cebolla,60,24,40.00%
288,15,Plato_7,Descripción del Plato_7,14,24,2,6,Sin cebolla,48,20,42.00%
288,15,Plato_12,Descripción del Plato_12,11,19,2,32,Ninguna,38,16,42.00%
289,15,Plato_3,Descripción del Plato_3,12,20,3,20,Ninguna,60,24,40.00%
289,15,Plato_10,Descripción del Plato_10,15,26,3,48,Sin cebolla,78,33,42.00%
290,19,Plato_20,Descripción del Plato_20,25,40,1,57,Ninguna,40,15,38.00%
291,2,Plato_18,Descripción del Plato_18,20,34,2,28,Sin cebolla,68,28,41.00%
291,2,Plato_1,Descripción del Plato_1,15,25,1,41,Ninguna,25,10,40.00%
291,2,Plato_8,Descripción del Plato_8,21,35,3,12,Sin cebolla,105,42,40.00%
291,2,Plato_17,Descripción del Plato_17,19,31,2,14,Ninguna,62,24,39.00%
292,10,Plato_16,Descripción del Plato_16,16,28,3,23,Sin cebolla,84,36,43.00%
293,16,Plato_16,Descripción del Plato_16,16,28,3,44,Ninguna,84,36,43.00%
293,16,Plato_2,Descripción del Plato_2,18,30,2,29,Ninguna,60,24,40.00%
293,16,Plato_19,Descripción del Plato_19,22,36,2,47,Ninguna,72,28,39.00%
294,17,Plato_17,Descripción del Plato_17,19,31,2,31,Sin cebolla,62,24,39.00%
294,17,Plato_19,Descripción del Plato_19,22,36,3,13,Ninguna,108,42,39.00%
294,17,Plato_4,Descripción del Plato_4,10,18,3,33,Ninguna,54,24,44.00%
294,17,Plato_18,Descripción del Plato_18,20,34,3,9,Sin cebolla,102,42,41.00%
295,3,Plato_15,Descripción del Plato_15,19,32,1,44,Sin cebolla,32,13,41.00%
295,3,Plato_2,Descripción del Plato_2,18,30,3,35,Ninguna,90,36,40.00%
295,3,Plato_17,Descripción del Plato_17,19,31,2,39,Sin cebolla,62,24,39.00%
295,3,Plato_13,Descripción del Plato_13,13,21,3,59,Ninguna,63,24,38.00%
296,14,Plato_14,Descripción del Plato_14,14,23,1,20,Ninguna,23,9,39.00%
296,14,Plato_19,Descripción del Plato_19,22,36,1,26,Sin cebolla,36,14,39.00%
297,4,Plato_9,Descripción del Plato_9,17,29,2,59,Sin cebolla,58,24,41.00%
297,4,Plato_4,Descripción del Plato_4,10,18,3,13,Sin cebolla,54,24,44.00%
297,4,Plato_13,Descripción del Plato_13,13,21,3,40,Sin cebolla,63,24,38.00%
298,11,Plato_6,Descripción del Plato_6,16,27,3,46,Ninguna,81,33,41.00%
298,11,Plato_19,Descripción del Plato_19,22,36,3,49,Ninguna,108,42,39.00%
298,11,Plato_5,Descripción del Plato_5,13,22,3,46,Sin cebolla,66,27,41.00%
299,6,Plato_3,Descripción del Plato_3,12,20,1,17,Ninguna,20,8,40.00%
299,6,Plato_19,Descripción del Plato_19,22,36,2,55,Ninguna,72,28,39.00%
299,6,Plato_7,Descripción del Plato_7,14,24,3,15,Sin cebolla,72,30,42.00%
299,6,Plato_4,Descripción del Plato_4,10,18,1,26,Ninguna,18,8,44.00%
300,18,Plato_20,Descripción del Plato_20,25,40,3,54,Sin cebolla,120,45,38.00%
300,18,Plato_4,Descripción del Plato_4,10,18,3,14,Ninguna,54,24,44.00%
300,18,Plato_10,Descripción del Plato_10,15,26,1,22,Sin cebolla,26,11,42.00%
300,18,Plato_2,Descripción del Plato_2,18,30,3,28,Ninguna,90,36,40.00%
301,8,Plato_17,Descripción del Plato_17,19,31,3,23,Sin cebolla,93,36,39.00%
301,8,Plato_10,Descripción del Plato_10,15,26,2,57,Sin cebolla,52,22,42.00%
301,8,Plato_9,Descripción del Plato_9,17,29,2,49,Ninguna,58,24,41.00%
301,8,Plato_3,Descripción del Plato_3,12,20,1,54,Ninguna,20,8,40.00%
302,5,Plato_15,Descripción del Plato_15,19,32,3,15,Ninguna,96,39,41.00%
303,14,Plato_3,Descripción del Plato_3,12,20,2,13,Ninguna,40,16,40.00%
303,14,Plato_20,Descripción del Plato_20,25,40,3,16,Ninguna,120,45,38.00%
303,14,Plato_10,Descripción del Plato_10,15,26,1,56,Sin cebolla,26,11,42.00%
303,14,Plato_7,Descripción del Plato_7,14,24,1,7,Ninguna,24,10,42.00%
304,6,Plato_15,Descripción del Plato_15,19,32,2,9,Ninguna,64,26,41.00%
304,6,Plato_13,Descripción del Plato_13,13,21,2,7,Sin cebolla,42,16,38.00%
304,6,Plato_20,Descripción del Plato_20,25,40,2,48,Ninguna,80,30,38.00%
304,6,Plato_17,Descripción del Plato_17,19,31,3,21,Ninguna,93,36,39.00%
305,1,Plato_8,Descripción del Plato_8,21,35,3,17,Ninguna,105,42,40.00%
305,1,Plato_14,Descripción del Plato_14,14,23,1,48,Ninguna,23,9,39.00%
306,7,Plato_15,Descripción del Plato_15,19,32,1,21,Sin cebolla,32,13,41.00%
307,20,Plato_13,Descripción del Plato_13,13,21,3,39,Sin cebolla,63,24,38.00%
308,14,Plato_18,Descripción del Plato_18,20,34,1,44,Sin cebolla,34,14,41.00%
308,14,Plato_8,Descripción del Plato_8,21,35,2,41,Ninguna,70,28,40.00%
308,14,Plato_17,Descripción del Plato_17,19,31,2,42,Ninguna,62,24,39.00%
308,14,Plato_16,Descripción del Plato_16,16,28,2,59,Ninguna,56,24,43.00%
309,9,Plato_20,Descripción del Plato_20,25,40,1,29,Ninguna,40,15,38.00%
309,9,Plato_17,Descripción del Plato_17,19,31,2,43,Sin cebolla,62,24,39.00%
309,9,Plato_8,Descripción del Plato_8,21,35,2,51,Sin cebolla,70,28,40.00%
310,17,Plato_10,Descripción del Plato_10,15,26,3,43,Ninguna,78,33,42.00%
310,17,Plato_2,Descripción del Plato_2,18,30,2,54,Sin cebolla,60,24,40.00%
311,6,Plato_7,Descripción del Plato_7,14,24,1,46,Sin cebolla,24,10,42.00%
311,6,Plato_9,Descripción del Plato_9,17,29,1,28,Sin cebolla,29,12,41.00%
312,2,Plato_15,Descripción del Plato_15,19,32,2,45,Sin cebolla,64,26,41.00%
312,2,Plato_8,Descripción del Plato_8,21,35,2,10,Sin cebolla,70,28,40.00%
313,10,Plato_12,Descripción del Plato_12,11,19,2,27,Sin cebolla,38,16,42.00%
313,10,Plato_17,Descripción del Plato_17,19,31,2,38,Ninguna,62,24,39.00%
313,10,Plato_19,Descripción del Plato_19,22,36,3,26,Ninguna,108,42,39.00%
313,10,Plato_7,Descripción del Plato_7,14,24,1,15,Sin cebolla,24,10,42.00%
314,20,Plato_6,Descripción del Plato_6,16,27,1,5,Ninguna,27,11,41.00%
315,14,Plato_1,Descripción del Plato_1,15,25,1,16,Sin cebolla,25,10,40.00%
315,14,Plato_16,Descripción del Plato_16,16,28,1,7,Sin cebolla,28,12,43.00%
315,14,Plato_9,Descripción del Plato_9,17,29,3,52,Sin cebolla,87,36,41.00%
315,14,Plato_13,Descripción del Plato_13,13,21,1,51,Sin cebolla,21,8,38.00%
316,2,Plato_4,Descripción del Plato_4,10,18,1,30,Ninguna,18,8,44.00%
316,2,Plato_13,Descripción del Plato_13,13,21,1,23,Ninguna,21,8,38.00%
316,2,Plato_6,Descripción del Plato_6,16,27,3,53,Sin cebolla,81,33,41.00%
316,2,Plato_20,Descripción del Plato_20,25,40,1,52,Sin cebolla,40,15,38.00%
317,17,Plato_5,Descripción del Plato_5,13,22,2,20,Sin cebolla,44,18,41.00%
317,17,Plato_18,Descripción del Plato_18,20,34,3,37,Sin cebolla,102,42,41.00%
317,17,Plato_15,Descripción del Plato_15,19,32,1,31,Sin cebolla,32,13,41.00%
318,13,Plato_9,Descripción del Plato_9,17,29,1,39,Sin cebolla,29,12,41.00%
319,1,Plato_15,Descripción del Plato_15,19,32,3,16,Sin cebolla,96,39,41.00%
319,1,Plato_8,Descripción del Plato_8,21,35,2,17,Ninguna,70,28,40.00%
319,1,Plato_20,Descripción del Plato_20,25,40,1,38,Sin cebolla,40,15,38.00%
319,1,Plato_17,Descripción del Plato_17,19,31,2,55,Sin cebolla,62,24,39.00%
320,9,Plato_13,Descripción del Plato_13,13,21,2,44,Sin cebolla,42,16,38.00%
320,9,Plato_5,Descripción del Plato_5,13,22,1,44,Sin cebolla,22,9,41.00%
320,9,Plato_18,Descripción del Plato_18,20,34,1,42,Ninguna,34,14,41.00%
321,18,Plato_16,Descripción del Plato_16,16,28,1,34,Sin cebolla,28,12,43.00%
321,18,Plato_5,Descripción del Plato_5,13,22,2,22,Sin cebolla,44,18,41.00%
321,18,Plato_14,Descripción del Plato_14,14,23,3,39,Ninguna,69,27,39.00%
322,12,Plato_15,Descripción del Plato_15,19,32,2,8,Ninguna,64,26,41.00%
322,12,Plato_13,Descripción del Plato_13,13,21,1,52,Sin cebolla,21,8,38.00%
323,8,Plato_5,Descripción del Plato_5,13,22,3,37,Sin cebolla,66,27,41.00%
323,8,Plato_9,Descripción del Plato_9,17,29,2,33,Ninguna,58,24,41.00%
323,8,Plato_7,Descripción del Plato_7,14,24,2,30,Ninguna,48,20,42.00%
323,8,Plato_4,Descripción del Plato_4,10,18,2,22,Sin cebolla,36,16,44.00%
324,9,Plato_2,Descripción del Plato_2,18,30,1,15,Sin cebolla,30,12,40.00%
324,9,Plato_6,Descripción del Plato_6,16,27,3,58,Ninguna,81,33,41.00%
324,9,Plato_10,Descripción del Plato_10,15,26,1,17,Ninguna,26,11,42.00%
325,18,Plato_13,Descripción del Plato_13,13,21,1,26,Sin cebolla,21,8,38.00%
325,18,Plato_17,Descripción del Plato_17,19,31,1,5,Sin cebolla,31,12,39.00%
325,18,Plato_8,Descripción del Plato_8,21,35,2,13,Sin cebolla,70,28,40.00%
325,18,Plato_15,Descripción del Plato_15,19,32,1,27,Ninguna,32,13,41.00%
326,14,Plato_8,Descripción del Plato_8,21,35,1,14,Ninguna,35,14,40.00%
326,14,Plato_4,Descripción del Plato_4,10,18,1,28,Ninguna,18,8,44.00%
326,14,Plato_16,Descripción del Plato_16,16,28,1,49,Ninguna,28,12,43.00%
327,12,Plato_18,Descripción del Plato_18,20,34,3,33,Ninguna,102,42,41.00%
327,12,Plato_4,Descripción del Plato_4,10,18,1,7,Sin cebolla,18,8,44.00%
327,12,Plato_6,Descripción del Plato_6,16,27,1,34,Ninguna,27,11,41.00%
328,4,Plato_8,Descripción del Plato_8,21,35,1,21,Ninguna,35,14,40.00%
329,13,Plato_13,Descripción del Plato_13,13,21,2,56,Ninguna,42,16,38.00%
329,13,Plato_20,Descripción del Plato_20,25,40,2,17,Ninguna,80,30,38.00%
329,13,Plato_17,Descripción del Plato_17,19,31,2,58,Ninguna,62,24,39.00%
329,13,Plato_14,Descripción del Plato_14,14,23,1,8,Ninguna,23,9,39.00%
330,10,Plato_1,Descripción del Plato_1,15,25,2,25,Sin cebolla,50,20,40.00%
330,10,Plato_16,Descripción del Plato_16,16,28,2,43,Ninguna,56,24,43.00%
330,10,Plato_14,Descripción del Plato_14,14,23,3,21,Ninguna,69,27,39.00%
330,10,Plato_13,Descripción del Plato_13,13,21,2,51,Sin cebolla,42,16,38.00%
331,20,Plato_12,Descripción del Plato_12,11,19,1,5,Ninguna,19,8,42.00%
331,20,Plato_8,Descripción del Plato_8,21,35,3,26,Sin cebolla,105,42,40.00%
331,20,Plato_7,Descripción del Plato_7,14,24,1,55,Ninguna,24,10,42.00%
331,20,Plato_1,Descripción del Plato_1,15,25,1,35,Ninguna,25,10,40.00%
332,6,Plato_20,Descripción del Plato_20,25,40,3,17,Ninguna,120,45,38.00%
333,6,Plato_19,Descripción del Plato_19,22,36,1,38,Sin cebolla,36,14,39.00%
333,6,Plato_4,Descripción del Plato_4,10,18,2,23,Sin cebolla,36,16,44.00%
334,12,Plato_13,Descripción del Plato_13,13,21,2,36,Sin cebolla,42,16,38.00%
334,12,Plato_14,Descripción del Plato_14,14,23,1,58,Ninguna,23,9,39.00%
334,12,Plato_7,Descripción del Plato_7,14,24,2,31,Ninguna,48,20,42.00%
334,12,Plato_2,Descripción del Plato_2,18,30,2,31,Ninguna,60,24,40.00%
335,14,Plato_2,Descripción del Plato_2,18,30,1,33,Sin cebolla,30,12,40.00%
335,14,Plato_16,Descripción del Plato_16,16,28,3,36,Sin cebolla,84,36,43.00%
336,4,Plato_13,Descripción del Plato_13,13,21,2,12,Sin cebolla,42,16,38.00%
336,4,Plato_12,Descripción del Plato_12,11,19,2,33,Sin cebolla,38,16,42.00%
336,4,Plato_10,Descripción del Plato_10,15,26,3,20,Sin cebolla,78,33,42.00%
337,11,Plato_7,Descripción del Plato_7,14,24,3,53,Ninguna,72,30,42.00%
337,11,Plato_16,Descripción del Plato_16,16,28,1,5,Sin cebolla,28,12,43.00%
338,18,Plato_18,Descripción del Plato_18,20,34,3,44,Ninguna,102,42,41.00%
338,18,Plato_13,Descripción del Plato_13,13,21,1,10,Sin cebolla,21,8,38.00%
338,18,Plato_15,Descripción del Plato_15,19,32,3,30,Sin cebolla,96,39,41.00%
338,18,Plato_3,Descripción del Plato_3,12,20,3,59,Ninguna,60,24,40.00%
339,13,Plato_9,Descripción del Plato_9,17,29,2,6,Sin cebolla,58,24,41.00%
339,13,Plato_14,Descripción del Plato_14,14,23,2,40,Ninguna,46,18,39.00%
340,15,Plato_20,Descripción del Plato_20,25,40,2,35,Sin cebolla,80,30,38.00%
340,15,Plato_16,Descripción del Plato_16,16,28,3,56,Ninguna,84,36,43.00%
341,14,Plato_16,Descripción del Plato_16,16,28,1,46,Ninguna,28,12,43.00%
341,14,Plato_5,Descripción del Plato_5,13,22,2,34,Sin cebolla,44,18,41.00%
341,14,Plato_8,Descripción del Plato_8,21,35,3,8,Sin cebolla,105,42,40.00%
342,19,Plato_14,Descripción del Plato_14,14,23,2,23,Sin cebolla,46,18,39.00%
342,19,Plato_16,Descripción del Plato_16,16,28,2,31,Sin cebolla,56,24,43.00%
343,12,Plato_18,Descripción del Plato_18,20,34,2,58,Sin cebolla,68,28,41.00%
343,12,Plato_14,Descripción del Plato_14,14,23,3,43,Ninguna,69,27,39.00%
344,15,Plato_8,Descripción del Plato_8,21,35,1,11,Sin cebolla,35,14,40.00%
344,15,Plato_17,Descripción del Plato_17,19,31,2,28,Sin cebolla,62,24,39.00%
344,15,Plato_15,Descripción del Plato_15,19,32,2,19,Sin cebolla,64,26,41.00%
344,15,Plato_5,Descripción del Plato_5,13,22,1,28,Ninguna,22,9,41.00%
345,16,Plato_12,Descripción del Plato_12,11,19,2,18,Ninguna,38,16,42.00%
346,1,Plato_19,Descripción del Plato_19,22,36,2,22,Sin cebolla,72,28,39.00%
347,7,Plato_8,Descripción del Plato_8,21,35,2,44,Ninguna,70,28,40.00%
348,16,Plato_10,Descripción del Plato_10,15,26,1,31,Sin cebolla,26,11,42.00%
348,16,Plato_3,Descripción del Plato_3,12,20,3,57,Ninguna,60,24,40.00%
349,13,Plato_2,Descripción del Plato_2,18,30,2,25,Sin cebolla,60,24,40.00%
349,13,Plato_12,Descripción del Plato_12,11,19,3,7,Ninguna,57,24,42.00%
349,13,Plato_8,Descripción del Plato_8,21,35,1,53,Ninguna,35,14,40.00%
350,2,Plato_17,Descripción del Plato_17,19,31,2,52,Sin cebolla,62,24,39.00%
350,2,Plato_6,Descripción del Plato_6,16,27,3,57,Sin cebolla,81,33,41.00%
351,1,Plato_15,Descripción del Plato_15,19,32,3,18,Sin cebolla,96,39,41.00%
351,1,Plato_8,Descripción del Plato_8,21,35,3,7,Sin cebolla,105,42,40.00%
352,1,Plato_11,Descripción del Plato_11,20,33,3,7,Sin cebolla,99,39,39.00%
353,7,Plato_5,Descripción del Plato_5,13,22,2,50,Sin cebolla,44,18,41.00%
353,7,Plato_2,Descripción del Plato_2,18,30,1,16,Ninguna,30,12,40.00%
353,7,Plato_8,Descripción del Plato_8,21,35,2,37,Ninguna,70,28,40.00%
353,7,Plato_18,Descripción del Plato_18,20,34,2,25,Sin cebolla,68,28,41.00%
354,12,Plato_12,Descripción del Plato_12,11,19,3,32,Sin cebolla,57,24,42.00%
354,12,Plato_15,Descripción del Plato_15,19,32,2,49,Sin cebolla,64,26,41.00%
354,12,Plato_4,Descripción del Plato_4,10,18,2,7,Sin cebolla,36,16,44.00%
354,12,Plato_7,Descripción del Plato_7,14,24,1,49,Sin cebolla,24,10,42.00%
355,4,Plato_10,Descripción del Plato_10,15,26,1,7,Sin cebolla,26,11,42.00%
356,1,Plato_4,Descripción del Plato_4,10,18,2,7,Ninguna,36,16,44.00%
357,17,Plato_1,Descripción del Plato_1,15,25,1,12,Ninguna,25,10,40.00%
357,17,Plato_3,Descripción del Plato_3,12,20,2,5,Sin cebolla,40,16,40.00%
357,17,Plato_6,Descripción del Plato_6,16,27,3,31,Sin cebolla,81,33,41.00%
357,17,Plato_5,Descripción del Plato_5,13,22,1,48,Ninguna,22,9,41.00%
358,13,Plato_10,Descripción del Plato_10,15,26,2,50,Ninguna,52,22,42.00%
358,13,Plato_4,Descripción del Plato_4,10,18,3,50,Sin cebolla,54,24,44.00%
358,13,Plato_3,Descripción del Plato_3,12,20,3,52,Ninguna,60,24,40.00%
359,11,Plato_5,Descripción del Plato_5,13,22,1,26,Sin cebolla,22,9,41.00%
359,11,Plato_16,Descripción del Plato_16,16,28,3,57,Sin cebolla,84,36,43.00%
359,11,Plato_9,Descripción del Plato_9,17,29,2,12,Sin cebolla,58,24,41.00%
359,11,Plato_10,Descripción del Plato_10,15,26,1,50,Sin cebolla,26,11,42.00%
360,16,Plato_13,Descripción del Plato_13,13,21,1,42,Ninguna,21,8,38.00%
360,16,Plato_2,Descripción del Plato_2,18,30,3,36,Sin cebolla,90,36,40.00%
